countryiso3code,date,NY.GDP.MKTP.CD
BRN,2017-01-01,12128183904.4501
BRN,2016-01-01,11400466356.3898
BRN,2015-01-01,12930291487.9581
BRN,2014-01-01,17097802752.8728
BGR,2023-01-01,101584384672.786
BGR,2022-01-01,90346169914.9349
BGR,2021-01-01,84041493015.6618
BGR,2020-01-01,70368758395.141
BGR,2019-01-01,68881010245.5498
BGR,2018-01-01,66370132238.3914
BGR,2017-01-01,59309748166.1179
BGR,2016-01-01,53964253211.84
BGR,2015-01-01,50811995688.6771
BGR,2014-01-01,57157782909.9307
BFA,2023-01-01,20324617838.9676
BFA,2022-01-01,18820219331.2261
BFA,2021-01-01,19643166853.6641
BFA,2020-01-01,17725010530.7894
BFA,2019-01-01,16032813501.6639
BFA,2018-01-01,15890066221.2882
BFA,2017-01-01,14106955615.3442
BFA,2016-01-01,12833363045.3367
BFA,2015-01-01,11832159315.6298
BFA,2014-01-01,13943016076.7436
BDI,2023-01-01,2642161668.92754
BDI,2022-01-01,3338722827.65691
BDI,2021-01-01,2775798697.46022
BDI,2020-01-01,2649680261.44299
BDI,2019-01-01,2576518879.82353
BDI,2018-01-01,2667182199.51333
BDI,2017-01-01,2723586962.84034
BDI,2016-01-01,2644487776.50077
BDI,2015-01-01,3104003546.26497
BDI,2014-01-01,2705783329.80483
CPV,2023-01-01,2587252076.3056
CPV,2022-01-01,2303738020.15148
CPV,2021-01-01,2051842609.64558
CPV,2020-01-01,1821565613.68613
CPV,2019-01-01,2252177124.32402
CPV,2018-01-01,2205099506.99994
CPV,2017-01-01,1996741539.95088
CPV,2016-01-01,1849789985.99572
CPV,2015-01-01,1749857620.35329
CPV,2014-01-01,2041930125.42979
KHM,2023-01-01,31772759998.8571
KHM,2022-01-01,29504829319.3169
KHM,2021-01-01,26961061151.7337
KHM,2020-01-01,25872797891.7664
KHM,2019-01-01,27089390032.798
KHM,2018-01-01,24571753583.3935
KHM,2017-01-01,22177200588.1826
KHM,2016-01-01,20016747857.6367
KHM,2015-01-01,18049954289.4721
KHM,2014-01-01,16702610842.3529
CMR,2023-01-01,47945510090.0529
CMR,2022-01-01,43644068310.851
CMR,2021-01-01,44993521774.066
CMR,2020-01-01,40773241177.0505
CMR,2019-01-01,39667757527.6578
CMR,2018-01-01,39955552189.795
CMR,2017-01-01,36098547058.7851
CMR,2016-01-01,33814337040.7817
CMR,2015-01-01,32210233021.4049
CMR,2014-01-01,36386544715.2702
CAN,2023-01-01,2140085567791.45
CAN,2022-01-01,2161483369422.01
CAN,2021-01-01,2007472181464.15
CAN,2020-01-01,1655684730000.19
CAN,2019-01-01,1743725183672.52
CAN,2018-01-01,1725329192783.02
CAN,2017-01-01,1649265644244.09
CAN,2016-01-01,1527994741907.43
CAN,2015-01-01,1556508816217.14
CAN,2014-01-01,1805749878439.94
CYM,2022-01-01,6600844001.53721
CYM,2021-01-01,6060026509.58539
CYM,2020-01-01,5655357984.24218
CYM,2019-01-01,5941896599.57333
CYM,2018-01-01,5530178498.90783
CYM,2017-01-01,5166281293.18715
CYM,2016-01-01,4909322200.00212
CYM,2015-01-01,4708167255.28727
CYM,2014-01-01,4562853582.32463
CAF,2023-01-01,2555492085.24831
CAF,2022-01-01,2382618615.01694
CAF,2021-01-01,2516498412.46384
CAF,2020-01-01,2326720900.38047
CAF,2019-01-01,2221301351.43918
CAF,2018-01-01,2220979146.11241
CAF,2017-01-01,2072349972.6818
CAF,2016-01-01,1825018144.65595
CAF,2015-01-01,1695825714.19282
CAF,2014-01-01,1894813389.40325
TCD,2023-01-01,13149325358.7383
TCD,2022-01-01,12396807590.173
TCD,2021-01-01,11779981332.16
TCD,2020-01-01,10715396042.3343
TCD,2019-01-01,11314951091.7283
TCD,2018-01-01,11239167898.3395
TCD,2017-01-01,10000394381.0177
TCD,2016-01-01,10097778098.1707
TCD,2015-01-01,10950392256.9543
TCD,2014-01-01,13940767218.5849
CHI,2022-01-01,11228317318.7652
CHI,2021-01-01,11138490591.657
CHI,2020-01-01,9301349237.2106
CHI,2019-01-01,9921386549.99805
CHI,2018-01-01,9940766574.08511
CHI,2017-01-01,9070980826.69076
CHI,2016-01-01,9072059721.02166
CHL,2023-01-01,335533331669.219
CHL,2022-01-01,302116539409.03
CHL,2021-01-01,315515014838.539
CHL,2020-01-01,254042159309.311
CHL,2019-01-01,278285058719.466
CHL,2018-01-01,295857562991.709
CHL,2017-01-01,276154259987.103
CHL,2016-01-01,249344863933.461
CHL,2015-01-01,242450355827.827
CHL,2014-01-01,259560978231.552
CHN,2023-01-01,17794781986104.5
CHN,2022-01-01,17881783387000.9
CHN,2021-01-01,17820459508852.2
CHN,2020-01-01,14687744162801.0
CHN,2019-01-01,14279968506271.7
CHN,2018-01-01,13894907857880.6
CHN,2017-01-01,12310491333980.9
CHN,2016-01-01,11233313730348.7
CHN,2015-01-01,11061572618578.7
CHN,2014-01-01,10475624944355.2
COL,2023-01-01,363540156234.868
COL,2022-01-01,345329875078.512
COL,2021-01-01,318524633225.395
COL,2020-01-01,270348342541.465
COL,2019-01-01,323031701192.84
COL,2018-01-01,334198218098.276
COL,2017-01-01,311866875156.879
COL,2016-01-01,282720100286.228
COL,2015-01-01,293492370193.166
COL,2014-01-01,381240864422.406
COM,2023-01-01,1352380972.15662
COM,2022-01-01,1242519407.77603
COM,2021-01-01,1296089479.91978
COM,2020-01-01,1225039196.61091
COM,2019-01-01,1195019531.9011
COM,2018-01-01,1188797449.38584
COM,2017-01-01,1077439756.59451
COM,2016-01-01,1012835493.19325
COM,2015-01-01,966029600.862227
COM,2014-01-01,1149587661.00693
COD,2023-01-01,66383287002.9969
COD,2022-01-01,65801547619.5974
COD,2021-01-01,55328482783.5393
COD,2020-01-01,48716961860.1325
COD,2019-01-01,51775829877.2088
COD,2018-01-01,47568210009.8172
COD,2017-01-01,38019264794.8263
COD,2016-01-01,37134801555.3322
COD,2015-01-01,37917706497.1793
COD,2014-01-01,35909040925.9375
COG,2023-01-01,15321055818.3263
COG,2022-01-01,15817030156.9459
COG,2021-01-01,14825690210.0308
COG,2020-01-01,11468688140.7225
COG,2019-01-01,13976637328.8474
COG,2018-01-01,14773900277.9221
COG,2017-01-01,11834473047.7636
COG,2016-01-01,10931328149.6857
COG,2015-01-01,12434793867.7228
COG,2014-01-01,17919321082.5539
CRI,2023-01-01,86497941439.0174
CRI,2022-01-01,69243626028.5936
CRI,2021-01-01,64960725734.1965
CRI,2020-01-01,62395610760.3912
CRI,2019-01-01,64417670521.1842
CRI,2018-01-01,62420164991.5374
CRI,2017-01-01,60516044657.2254
CRI,2016-01-01,58847019609.6549
CRI,2015-01-01,56441920821.0806
CRI,2014-01-01,52016408951.8225
CIV,2023-01-01,78788828906.8634
CIV,2022-01-01,70173140101.4315
CIV,2021-01-01,72794636653.7793
CIV,2020-01-01,63027852805.4204
CIV,2019-01-01,60382894697.3557
CIV,2018-01-01,58522477786.6889
CIV,2017-01-01,52512343996.69
CIV,2016-01-01,48407761036.8238
CIV,2015-01-01,45815005169.2651
CIV,2014-01-01,48843005613.7091
HRV,2023-01-01,82688842717.3926
HRV,2022-01-01,71997070660.4835
HRV,2021-01-01,69602166351.4771
HRV,2020-01-01,58221300897.8838
HRV,2019-01-01,61867157679.3215
HRV,2018-01-01,61861145806.2687
HRV,2017-01-01,56322449844.1579
HRV,2016-01-01,52740059263.4245
HRV,2015-01-01,51011170111.8487
HRV,2014-01-01,59489433514.5849
CUB,2020-01-01,107351800000.0
CUB,2019-01-01,103427600000.0
CUB,2018-01-01,100050036096.123
CUB,2017-01-01,96850649691.7406
CUB,2016-01-01,91370407863.7
CUB,2015-01-01,87132800000.0
CUB,2014-01-01,80656100000.0
CUW,2022-01-01,3073840325.43285
CUW,2021-01-01,2739608133.18436
CUW,2020-01-01,2534327597.76536
CUW,2019-01-01,3026124134.07821
CUW,2018-01-01,3046364804.46927
CUW,2017-01-01,3033433240.22346
CUW,2016-01-01,3024690167.59777
CUW,2015-01-01,3058779217.87709
CUW,2014-01-01,3059406983.24022
